reward,arrived,dist
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
19.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
23.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
55.0,True,0
16.0,True,0
6.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
0.0,True,0
